genres,original_language,original_title,release_date,title,video,procced_genres,id_p
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,Ice Age: The Meltdown,2006-03-23,Ice Age: The Meltdown,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } ],178
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Hills Have Eyes,2006-03-10,The Hills Have Eyes,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],179
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,Silent Hill,2006-04-21,Silent Hill,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],180
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Mission: Impossible III,2006-05-03,Mission: Impossible III,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],181
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,The Da Vinci Code,2006-05-17,The Da Vinci Code,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 9648 'name ' 'mysteri ' } ],182
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Cars,2006-06-08,Cars,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],183
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,Pirates of the Caribbean: Dead Man's Chest,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],184
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",en,High School Musical,2006-01-20,High School Musical,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 10402 'name ' 'music ' } { 'id ' 10770 'name ' 'tv movi ' } ],185
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,The Fast and the Furious: Tokyo Drift,2006-06-03,The Fast and the Furious: Tokyo Drift,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],186
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Open Season,2006-09-29,Open Season,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],187
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Grudge 2,2006-10-13,The Grudge 2,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],188
"[{'id': 28, 'name': 'Action'}]",ja,あずみ２　Death or Love,2005-03-12,Azumi 2: Death or Love,False,[ { 'id ' 28 'name ' 'action ' } ],189
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,The Butterfly Effect 2,2006-10-10,The Butterfly Effect 2,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 53 'name ' 'thriller ' } ],190
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Casino Royale,2006-11-14,Casino Royale,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],191
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",en,Happy Feet,2006-11-16,Happy Feet,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } ],192
"[{'id': 35, 'name': 'Comedy'}]",en,Van Wilder 2: The Rise of Taj,2006-12-01,Van Wilder 2: The Rise of Taj,False,[ { 'id ' 35 'name ' 'comedi ' } ],193
"[{'id': 18, 'name': 'Drama'}]",en,Rocky Balboa,2006-12-20,Rocky Balboa,False,[ { 'id ' 18 'name ' 'drama ' } ],194
"[{'id': 99, 'name': 'Documentary'}]",en,Loose Change: 2nd Edition,2006-06-01,Loose Change: 2nd Edition,True,[ { 'id ' 99 'name ' 'documentari ' } ],195
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,Letters from Iwo Jima,2006-12-19,Letters from Iwo Jima,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10752 'name ' 'war ' } ],196
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Happily N'Ever After,2006-09-14,Happily N'Ever After,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],197
"[{'id': 35, 'name': 'Comedy'}]",en,American Pie Presents: The Naked Mile,2006-12-07,American Pie Presents: The Naked Mile,False,[ { 'id ' 35 'name ' 'comedi ' } ],198
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,Smokin' Aces,2006-12-09,Smokin' Aces,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 53 'name ' 'thriller ' } ],199
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Hannibal Rising,2007-02-06,Hannibal Rising,False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],200
"[{'id': 28, 'name': 'Action'}, {'id': 99, 'name': 'Documentary'}]",en,Cocaine Cowboys,2006-04-26,Cocaine Cowboys,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 99 'name ' 'documentari ' } ],201
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,Ghost Rider,2007-02-16,Ghost Rider,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 28 'name ' 'action ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 27 'name ' 'horror ' } ],202
"[{'id': 18, 'name': 'Drama'}]",en,Kidulthood,2006-03-03,Kidulthood,False,[ { 'id ' 18 'name ' 'drama ' } ],203
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",en,300,2006-12-09,300,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 10752 'name ' 'war ' } ],204
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,Spider-Man 3,2007-05-01,Spider-Man 3,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],205
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",ru,Дневной дозор,2006-01-01,Day Watch,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 27 'name ' 'horror ' } ],206
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,This Is England,2006-09-12,This Is England,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 80 'name ' 'crime ' } ],207
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Shrek the Third,2007-05-17,Shrek the Third,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],208
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Pirates of the Caribbean: At World's End,2007-05-19,Pirates of the Caribbean: At World's End,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],209
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,Fay Grim,2006-09-11,Fay Grim,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 53 'name ' 'thriller ' } ],210
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,Ocean's Thirteen,2007-06-07,Ocean's Thirteen,False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 53 'name ' 'thriller ' } ],211
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Surf's Up,2007-06-08,Surf's Up,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],212
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Death Proof,2007-05-21,Death Proof,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],213
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Evan Almighty,2007-06-09,Evan Almighty,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],214
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,Transformers,2007-06-27,Transformers,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } ],215
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",en,Harry Potter and the Order of the Phoenix,2007-06-28,Harry Potter and the Order of the Phoenix,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 9648 'name ' 'mysteri ' } ],216
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,The Bourne Ultimatum,2007-08-03,The Bourne Ultimatum,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],217
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Daddy Day Camp,2007-08-08,Daddy Day Camp,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],218
"[{'id': 27, 'name': 'Horror'}]",en,Halloween,2007-08-31,Halloween,False,[ { 'id ' 27 'name ' 'horror ' } ],219
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Planet Terror,2007-04-06,Planet Terror,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],220
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Resident Evil: Extinction,2007-09-20,Resident Evil: Extinction,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],221
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Sleuth,2007-10-12,Sleuth,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],222
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,30 Days of Night,2007-10-17,30 Days of Night,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],223
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Saw IV,2007-10-25,Saw IV,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],224
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",pt,Tropa de Elite,2007-10-12,Elite Squad,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } ],225
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",en,The Man from Earth,2007-06-10,The Man from Earth,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 18 'name ' 'drama ' } ],226
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Hitman,2007-11-21,Hitman,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],227
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",en,Alvin and the Chipmunks,2007-12-13,Alvin and the Chipmunks,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10402 'name ' 'music ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 16 'name ' 'anim ' } ],228
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,National Treasure: Book of Secrets,2007-12-13,National Treasure: Book of Secrets,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],229
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,Aliens vs Predator: Requiem,2007-12-25,Aliens vs Predator: Requiem,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } ],230
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",es,[REC],2007-04-10,[REC],False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],231
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,In the Name of the King: A Dungeon Siege Tale,2007-11-29,In the Name of the King: A Dungeon Siege Tale,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } ],232
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,Hatchet,2006-04-27,Hatchet,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 27 'name ' 'horror ' } ],233
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,One Missed Call,2008-01-04,One Missed Call,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],234
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Rambo,2008-01-24,Rambo,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],235
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Eye,2008-02-01,The Eye,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],236
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Rise of the Footsoldier,2007-09-07,Rise of the Footsoldier,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],237
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,The Dark Knight,2008-07-16,The Dark Knight,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 53 'name ' 'thriller ' } ],238
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",en,Never Back Down,2008-03-04,Never Back Down,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } ],239
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } ],240
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,Prom Night,2008-04-10,Prom Night,False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 27 'name ' 'horror ' } ],241
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,Iron Man,2008-04-30,Iron Man,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } ],242
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } ],243
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Sex and the City,2008-05-12,Sex and the City,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],244
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,Kung Fu Panda,2008-06-04,Kung Fu Panda,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 35 'name ' 'comedi ' } ],245
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Wanted,2008-06-19,Wanted,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],246
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,St. Trinian's,2007-12-21,St. Trinian's,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 878 'name ' 'scienc fiction ' } ],247
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,Bambi II,2006-01-26,Bambi II,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10751 'name ' 'famili ' } ],248
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,Kit Kittredge: An American Girl,2008-07-02,Kit Kittredge: An American Girl,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10751 'name ' 'famili ' } ],249
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Space Chimps,2008-07-17,Space Chimps,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],250
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,Hogfather,2006-12-18,Hogfather,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 14 'name ' 'fantasi ' } ],251
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,The Mummy: Tomb of the Dragon Emperor,2008-07-01,The Mummy: Tomb of the Dragon Emperor,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 14 'name ' 'fantasi ' } ],252
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",zh,Chi bi,2008-07-10,Red Cliff,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } ],253
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,Death Race,2008-08-22,Death Race,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],254
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,Madagascar: Escape 2 Africa,2008-10-30,Madagascar: Escape 2 Africa,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 16 'name ' 'anim ' } ],255
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Quantum of Solace,2008-10-30,Quantum of Solace,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],256
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",en,Camp Rock,2008-06-20,Camp Rock,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 10402 'name ' 'music ' } { 'id ' 10770 'name ' 'tv movi ' } ],257
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Twilight,2008-11-20,Twilight,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],258
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Transporter 3,2008-11-26,Transporter 3,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],259
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,A Matter of Loaf and Death,2008-12-03,A Matter of Loaf and Death,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],260
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,Che: Part Two,2009-01-24,Che: Part Two,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 36 'name ' 'histori ' } { 'id ' 10752 'name ' 'war ' } ],261
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Marley & Me,2008-12-25,Marley & Me,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],262
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",cn,葉問,2008-12-12,Ip Man,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } { 'id ' 36 'name ' 'histori ' } ],263
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,The Gamers: Dorkness Rising,2008-01-01,The Gamers: Dorkness Rising,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 14 'name ' 'fantasi ' } ],264
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",en,My Bloody Valentine,2009-01-16,My Bloody Valentine,False,[ { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 27 'name ' 'horror ' } ],265
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Paul Blart: Mall Cop,2009-01-15,Paul Blart: Mall Cop,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],266
